trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.995}",20,0,-8.393513497952204,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.990025}",25,0,-172.03418633021113,"{0: 11, 1: 5, 2: 6, 3: 1, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.985074875}",20,0,-162.65825063656405,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
4,False,"{'a': 0.5, 'e': 0.980149500625}",25,0,-67.9158672448192,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.975248753121875}",25,0,-133.00131653149063,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9703725093562656}",25,0,-67.84403073089432,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9655206468094842}",25,0,-121.82396857489512,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9606930435754368}",20,0,-52.76578747993717,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9558895783575596}",25,0,-139.0210453650096,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.9511101304657719}",20,0,-24.547794507862175,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.946354579813443}",20,0,-71.30092257864004,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9416228069143757}",25,0,-63.81639068322588,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.9369146928798039}",20,13,-0.21975147099251124,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.9322301194154049}",25,0,-74.04304691666066,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.9275689688183278}",20,0,-33.19492083601305,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.9229311239742362}",30,0,-190.4709750819788,"{0: 12, 1: 10, 2: 5, 3: 1, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.918316468354365}",25,0,-128.17340986670104,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.9137248860125932}",20,0,-11.40377903828147,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.9091562615825302}",20,0,-122.49439661867926,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.9046104802746175}",30,0,-103.19312143757698,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.9000874278732445}",20,14,7.058888624224053,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.5, 'e': 0.8955869907338783}",25,0,-145.42208206902106,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.8911090557802088}",20,0,0.23129244948633065,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.8866535105013078}",20,0,-69.96913277110143,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.8822202429488012}",25,0,-127.46261983552766,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.8778091417340572}",20,0,-72.80488087530557,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.873420096025387}",30,0,-111.01861275177349,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.86905299554526}",20,0,-57.613268851746774,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.8647077305675337}",25,0,-125.44930134807505,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.8603841919146961}",30,0,-118.93776593462728,"{0: 23, 1: 3, 2: 1, 3: 0, 4: 3}",0
31,False,"{'a': 0.5, 'e': 0.8560822709551226}",30,10,-32.130764850550975,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
32,False,"{'a': 0.5, 'e': 0.8518018596003469}",20,0,-70.09724640657787,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.8475428503023452}",20,0,-151.00856358364706,"{0: 10, 1: 0, 2: 6, 3: 3, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.8433051360508335}",25,0,-83.55685873065704,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.8390886103705792}",30,21,8.577813793908515,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.5, 'e': 0.8348931673187264}",30,0,-158.27213837898697,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.8307187014821328}",20,3,-32.513974303426856,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
38,False,"{'a': 0.5, 'e': 0.826565107974722}",20,0,-84.81192274189642,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.8224322824348484}",25,0,-106.32946595726966,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.8183201210226743}",30,0,-201.25164100962164,"{0: 17, 1: 2, 2: 5, 3: 4, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.8142285204175609}",20,0,-48.19533372678638,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.810157377815473}",20,0,-100.63249244512595,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.8061065909263957}",30,0,-29.024035327250772,"{0: 23, 1: 4, 2: 2, 3: 1, 4: 0}",0
44,False,"{'a': 0.5, 'e': 0.8020760579717637}",20,10,-17.247530026237676,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.7980656776819048}",20,0,-118.55622132247632,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.7940753492934953}",30,0,-47.4559914563053,"{0: 19, 1: 8, 2: 3, 3: 0, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.7901049725470278}",20,0,-93.19529803121308,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.7861544476842928}",30,0,-191.0121746888436,"{0: 18, 1: 4, 2: 3, 3: 2, 4: 3}",0
49,False,"{'a': 0.5, 'e': 0.7822236754458712}",20,0,-35.65384824695085,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.7783125570686419}",25,0,-140.96565072691217,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.7744209942832987}",20,0,-83.72361965604964,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.7705488893118821}",30,0,-153.25007849234413,"{0: 18, 1: 1, 2: 9, 3: 0, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.7666961448653228}",20,0,-52.26646432749572,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.7628626641409961}",35,8,-62.394686891381745,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.7590483508202912}",20,0,-166.60784715896824,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
56,False,"{'a': 0.5, 'e': 0.7552531090661897}",20,0,-232.83928116834565,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 4}",0
57,False,"{'a': 0.5, 'e': 0.7514768435208588}",25,14,-0.4405563564358983,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.7477194593032545}",20,0,-86.47744164258312,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.7439808620067382}",20,0,-2.1129757591933687,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.7402609576967045}",25,13,-44.38593716048433,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
61,False,"{'a': 0.5, 'e': 0.736559652908221}",30,0,-91.74658362933421,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.7328768546436799}",20,0,-83.58180231790818,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.7292124703704614}",30,0,-63.25477214488915,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.7255664080186092}",20,0,-18.409281793948345,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.7219385759785161}",30,0,-38.52266533920552,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.7183288830986235}",20,0,-63.46365626523789,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.7147372386831304}",20,0,-96.9890503879167,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.7111635524897147}",25,20,10.69211256509578,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.7076077347272661}",30,0,-27.292620451822415,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.7040696960536298}",30,0,-91.16763595057283,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.7005493475733616}",30,0,-122.40871899036357,"{0: 22, 1: 4, 2: 1, 3: 0, 4: 3}",0
72,False,"{'a': 0.5, 'e': 0.6970466008354949}",30,15,-49.12605201901167,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
73,False,"{'a': 0.5, 'e': 0.6935613678313174}",25,8,-35.429716915966814,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.6900935609921608}",20,0,-8.467705176229128,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.6866430931872}",30,0,-122.82182158403833,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.683209877721264}",20,4,-85.37109783273131,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 1}",1
77,False,"{'a': 0.5, 'e': 0.6797938283326577}",20,0,-78.6568239382771,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.6763948591909944}",20,3,-63.041720983001575,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.6730128848950394}",25,14,-54.654490675750196,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.6696478204705641}",20,0,-44.9567845760528,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.6662995813682113}",25,8,-32.530340407352845,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
82,False,"{'a': 0.5, 'e': 0.6629680834613703}",30,0,-77.29778718521894,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
83,False,"{'a': 0.5, 'e': 0.6596532430440635}",25,0,-73.97852488307404,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.6563549768288431}",20,0,-77.47311119608646,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.6530732019446989}",20,14,-55.793754889405214,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.6498078359349754}",25,3,-40.43674438683926,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.6465587967553006}",20,0,-29.587762377680345,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.6433260027715241}",30,7,-32.942469790949914,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.6401093727576664}",35,8,-3.748115382024399,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.6369088258938781}",25,0,-86.2519800932343,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.6337242817644086}",30,0,-88.0235306624376,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.6305556603555866}",20,0,-3.8802150951560597,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.6274028820538087}",20,0,-41.10859233613414,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.6242658676435396}",20,0,-41.048022034373645,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.6211445383053219}",35,0,-119.66758824145302,"{0: 26, 1: 0, 2: 7, 3: 0, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.6180388156137954}",35,19,-31.256505420344006,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
97,False,"{'a': 0.5, 'e': 0.6149486215357264}",20,12,-20.94320491619933,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.6118738784280477}",25,0,-56.851756227777905,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.6088145090359075}",25,0,-37.891633540629286,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.6057704364907279}",20,8,-35.44692152447618,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.6027415843082743}",20,0,-7.958784256287129,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.599727876386733}",30,0,-76.81011743566462,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.5967292370047993}",20,3,-8.37565805246703,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.5937455908197753}",25,11,-55.29371716140131,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.5907768628656764}",20,0,-105.05833321167869,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
106,False,"{'a': 0.5, 'e': 0.587822978551348}",25,8,-18.48612173309118,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.5848838636585912}",25,7,-2.809094291565823,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.5819594443402983}",25,0,-49.6200206516155,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.5790496471185969}",20,7,-15.370940595488356,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.5761543988830038}",20,0,-44.35853943435558,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.5732736268885888}",25,0,-45.92721500208129,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.5704072587541459}",25,11,-23.74823333423478,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.5675552224603752}",30,0,-39.16456458216364,"{0: 20, 1: 6, 2: 4, 3: 0, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.5647174463480732}",25,0,-13.281414436491696,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.5618938591163328}",30,18,-3.000355237685825,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.5590843898207511}",20,0,-59.18196518695244,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.5562889678716475}",30,10,-76.49619720095222,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",1
118,False,"{'a': 0.5, 'e': 0.5535075230322892}",25,12,-127.18426943021893,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 3}",1
119,False,"{'a': 0.5, 'e': 0.5507399854171278}",20,0,-149.10553257293373,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 3}",0
120,False,"{'a': 0.5, 'e': 0.5479862854900421}",30,22,-7.207412748268604,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.5452463540625919}",25,1,-58.335029005429945,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
122,False,"{'a': 0.5, 'e': 0.542520122292279}",35,10,-21.37344261934137,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.5398075216808176}",25,10,-19.820320966770993,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.5371084840724134}",25,0,-53.24066204625858,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.5344229416520514}",25,7,-27.16375801887991,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.5317508269437912}",20,2,-88.79271180022172,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
127,False,"{'a': 0.5, 'e': 0.5290920728090721}",35,0,-101.56421199839983,"{0: 29, 1: 0, 2: 3, 3: 0, 4: 3}",0
128,False,"{'a': 0.5, 'e': 0.5264466124450268}",20,1,-22.77399399735257,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.5238143793828016}",25,0,-17.252887396442294,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.5211953074858876}",25,0,-34.153908893890645,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
131,False,"{'a': 0.5, 'e': 0.5185893309484582}",25,13,-55.24449334602285,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.515996384293716}",25,3,-17.318707132963667,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.5134164023722474}",25,11,-27.058668674566736,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.5108493203603861}",25,0,-68.88163066362883,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.5082950737585842}",30,16,-41.44662207349071,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.5057535983897913}",35,1,-43.66836102025653,"{0: 26, 1: 5, 2: 2, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.5032248303978423}",25,0,-54.80950229829373,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.5007087062458531}",25,3,-38.01792432478489,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.4982051627146238}",20,0,-43.18222177671498,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.4957141369010507}",20,0,-45.1766135495727,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.4932355662165454}",30,11,-29.36199074251505,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.4907693883854627}",25,0,-31.892987279398675,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.4883155414435354}",20,0,13.24825516841523,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.4858739637363177}",20,3,-8.486481413189551,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.4834445939176361}",20,0,0.36964195347657003,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.4810273709480479}",20,14,-29.897171013405824,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.4786222340933077}",35,19,-13.14444763672991,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.47622912292284114}",25,7,-91.72206819055712,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
149,False,"{'a': 0.5, 'e': 0.4738479773082269}",25,0,6.994534879584246,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.4714787374216858}",25,0,16.25449824014752,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.46912134373457737}",20,0,-151.99356208800015,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 4}",0
152,False,"{'a': 0.5, 'e': 0.46677573701590447}",20,8,-68.83870564257991,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 1}",1
153,False,"{'a': 0.5, 'e': 0.46444185833082496}",20,5,1.5160999812789706,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.46211964903917085}",30,0,-76.47418747558746,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.459809050793975}",35,0,-70.44711703591426,"{0: 23, 1: 4, 2: 7, 3: 1, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.4575100055400051}",25,14,-0.21848110817885846,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.45522245551230506}",20,0,-18.989807645730053,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
158,False,"{'a': 0.5, 'e': 0.45294634323474353}",25,14,-32.89282866358858,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.45068161151856984}",20,0,-61.38995812739374,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.44842820346097695}",25,0,-40.555212709145174,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.4461860624436721}",20,4,-29.66888739775242,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
162,False,"{'a': 0.5, 'e': 0.4439551321314537}",20,13,1.7057243942811562,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.4417353564707965}",25,2,11.530557474955572,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.43952667968844245}",20,0,-54.83561014832771,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.43732904629000025}",35,15,11.443188782837735,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.43514240105855023}",20,0,-17.23811236211105,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.4329666890532575}",25,16,13.225806252151616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.4308018556079912}",20,11,18.65009915439536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.42864784632995123}",30,4,-5.562397188465125,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.4265046070983015}",30,20,-11.86099579074379,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.42437208406280996}",20,0,-5.126288164571914,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.4222502236424959}",20,2,4.497732037290229,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.42013897252428345}",20,0,-73.7386864196899,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.418038277661662}",20,0,-52.39002320719932,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.4159480862733537}",20,4,-85.61502274131696,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
176,False,"{'a': 0.5, 'e': 0.41386834584198695}",20,10,5.628503950905188,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.41179900411277703}",30,15,-36.01576456437125,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
178,False,"{'a': 0.5, 'e': 0.40974000909221314}",20,4,-50.86183575793367,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
179,False,"{'a': 0.5, 'e': 0.40769130904675205}",25,0,-34.68039336699307,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.4056528525015183}",25,8,-29.048272116338147,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.4036245882390107}",20,16,8.061549792449812,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.40160646529781563}",20,6,-5.377345495749399,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.3995984329713266}",25,14,-21.961821262231716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.39760044080646995}",25,0,-18.250757057062486,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
